formula_norm,source,n,med,lo,hi,sd,range
Ba2LuRuO6,OQMD,6,0.2515000000000003,0.2509999999999999,0.274,0.009179687721631188,0.02300000000000013
Ba2LuSbO6,MP,1,3.2383,3.2383,3.2383,,0.0
Ba2LuSbO6,OQMD,5,3.721,2.4880000000000004,3.729,0.5437571148959799,1.2409999999999997
Ba2LuTaO6,MP,1,3.408899999999999,3.408899999999999,3.408899999999999,,0.0
Ba2LuTaO6,OQMD,3,3.6129999999999995,0.49400000000000066,3.6279999999999997,1.8051011975325182,3.133999999999999
Ba2LuVO6,OQMD,3,1.7000000000000002,1.685,1.7110000000000003,0.01305118130030141,0.026000000000000245
Ba2Mg(MoO4)2,MP,1,1.4981,1.4981,1.4981,,0.0
Ba2Mg(WO4)2,MP,3,1.7421,1.046599999999999,2.0474,0.5129212057746627,1.000800000000001
Ba2MgGe2O7,AFLOW,1,3.5553,3.5553,3.5553,,0.0
Ba2MgGe2O7,MP,1,3.6256,3.6256,3.6256,,0.0
Ba2MgMoO6,JARVIS,1,2.14,2.14,2.14,,0.0
Ba2MgMoO6,MP,1,2.2647999999999993,2.2647999999999993,2.2647999999999993,,0.0
Ba2MgMoO6,OQMD,13,2.156,2.113,2.275,0.06918870516982469,0.16199999999999992
Ba2MgReO6,JARVIS,1,1.932,1.932,1.932,,0.0
Ba2MgTeO6,OQMD,15,2.101,1.966,2.941,0.26856381701473453,0.9749999999999999
Ba2MgWO6,AFLOW,7,2.9125,2.9079,2.913,0.0018025114754273291,0.00509999999999966
Ba2MgWO6,JARVIS,1,2.822,2.822,2.822,,0.0
Ba2MgWO6,MP,1,3.223099999999999,3.223099999999999,3.223099999999999,,0.0
Ba2MgWO6,OQMD,16,2.981,2.973,3.088,0.031222854876943505,0.11500000000000021
Ba2Mn(AsO4)2,AFLOW,1,2.561,2.561,2.561,,0.0
Ba2Mn(AsO4)2,MP,1,2.7135,2.7135,2.7135,,0.0
Ba2Mn(AsO4)2,OQMD,1,2.3699999999999997,2.3699999999999997,2.3699999999999997,,0.0
Ba2Mn(PO4)2,MP,1,3.922,3.922,3.922,,0.0
Ba2Mn2Si2O9,MP,1,1.9934,1.9934,1.9934,,0.0
Ba2Mn3O8,OQMD,1,1.264,1.264,1.264,,0.0
Ba2MnAsO6,OQMD,2,0.3175,0.254,0.381,0.08980256121069154,0.127
Ba2MnBiO6,OQMD,1,0.86,0.86,0.86,,0.0
Ba2MnCoO6,OQMD,1,0.244,0.244,0.244,,0.0
Ba2MnCrO6,OQMD,2,0.677,0.621,0.733,0.07919595949289328,0.11199999999999999
Ba2MnGe2O7,AFLOW,1,2.1454,2.1454,2.1454,,0.0
Ba2MnGe2O7,MP,1,2.434299999999999,2.434299999999999,2.434299999999999,,0.0
Ba2MnMoO6,MP,1,1.265399999999999,1.265399999999999,1.265399999999999,,0.0
Ba2MnMoO6,OQMD,14,0.9219999999999999,0.821,1.119,0.09662911990278507,0.29800000000000004
Ba2MnNbO6,MP,4,0.6666499999999995,0.07640000000000001,1.162799999999999,0.5929529569592066,1.086399999999999
Ba2MnNbO6,OQMD,6,0.44399999999999995,0.438,1.554,0.44626793147913585,1.116
Ba2MnPbO6,OQMD,2,0.8075,0.748,0.867,0.08414570696119915,0.119
Ba2MnPdO6,OQMD,2,0.3075,0.244,0.371,0.08980256121069154,0.127
Ba2MnPtO6,OQMD,2,0.315,0.251,0.379,0.09050966799187808,0.128
Ba2MnRuO6,OQMD,1,0.623,0.623,0.623,,0.0
Ba2MnSO6,OQMD,3,1.2609999999999997,1.2530000000000001,1.2710000000000004,0.009018499505645927,0.018000000000000238
Ba2MnSbO6,OQMD,8,0.37599999999999945,0.373,1.223,0.2965720521944999,0.8500000000000001
Ba2MnSeO6,OQMD,5,0.5029999999999997,0.2549999999999999,0.5129999999999999,0.11349801760383302,0.258
Ba2MnSnO6,OQMD,2,0.8730000000000004,0.745000000000001,1.001,0.1810193359837554,0.2559999999999989
Ba2MnTeO6,MP,1,0.9485999999999991,0.9485999999999991,0.9485999999999991,,0.0
Ba2MnTeO6,OQMD,15,1.119,0.996,1.847,0.25245955828890404,0.851
Ba2MnVO6,OQMD,2,1.536,1.342,1.73,0.27435743110038036,0.3879999999999999
Ba2MnWO6,JARVIS,2,0.054,0.054,0.054,0.0,0.0
Ba2MnWO6,MP,1,2.2267,2.2267,2.2267,,0.0
Ba2MnWO6,OQMD,16,1.5720000000000005,1.23,2.05,0.16877080118709314,0.8199999999999998
Ba2MoCO6,OQMD,2,1.5515000000000003,1.4760000000000004,1.6270000000000002,0.10677312395916853,0.1509999999999998
Ba2MoPbO6,OQMD,11,1.1190000000000007,0.633,2.048,0.42694057495798465,1.415
Ba2MoPdO6,OQMD,2,0.5485,0.314,0.783,0.3316330803764908,0.46900000000000003
Ba2MoPtO6,OQMD,1,0.6579999999999999,0.6579999999999999,0.6579999999999999,,0.0
Ba2MoRhO6,OQMD,2,0.4785,0.478,0.479,0.0007071067811865482,0.0010000000000000009
Ba2MoRuO6,OQMD,10,0.6425000000000001,0.49,0.656,0.07599714906933447,0.16600000000000004
Ba2NaReO6,AFLOW,3,1.9674,1.9647,1.9683,0.001873499399519571,0.0036000000000000476
Ba2NaReO6,JARVIS,1,1.941,1.941,1.941,,0.0
Ba2NaReO6,MP,1,1.8688,1.8688,1.8688,,0.0
Ba2NaReO6,OQMD,11,2.024,1.994,2.147,0.05642936050738758,0.1529999999999998
Ba2NbAgO6,OQMD,1,0.698,0.698,0.698,,0.0
Ba2NbAlO6,OQMD,11,2.984,2.907,3.674,0.21642378461124503,0.7669999999999999
Ba2NbAsO6,OQMD,11,1.713,1.281,2.665,0.3410244192802835,1.3840000000000001
Ba2NbAuO6,OQMD,1,0.28600000000000003,0.28600000000000003,0.28600000000000003,,0.0
Ba2NbBO6,OQMD,3,3.213,2.574,3.2270000000000003,0.3730339573461557,0.6530000000000005
Ba2NbBiO6,JARVIS,1,2.222,2.222,2.222,,0.0
Ba2NbBiO6,MP,1,2.058599999999999,2.058599999999999,2.058599999999999,,0.0
Ba2NbBiO6,OQMD,13,2.135,1.964,2.951,0.2364101715890609,0.9870000000000001
Ba2NbCoO6,MP,1,1.534599999999999,1.534599999999999,1.534599999999999,,0.0
Ba2NbCoO6,OQMD,8,0.8815,0.439,1.601,0.3940251759541695,1.162
Ba2NbCrO6,AFLOW,1,1.7753,1.7753,1.7753,,0.0
Ba2NbCrO6,JARVIS,1,0.173,0.173,0.173,,0.0
Ba2NbCrO6,MP,1,1.582399999999999,1.582399999999999,1.582399999999999,,0.0
Ba2NbCrO6,OQMD,13,2.455,2.158,2.606,0.10523983597917232,0.44799999999999995
Ba2NbCuO6,OQMD,1,0.983,0.983,0.983,,0.0
Ba2NbFeO6,MP,3,1.455,1.349799999999999,1.690799999999999,0.17461847935809446,0.34099999999999997
Ba2NbFeO6,OQMD,12,1.624,1.484,1.857,0.08237810094407079,0.373
Ba2NbGaO6,OQMD,11,3.26,3.149,3.539,0.10593703103945547,0.3900000000000001
Ba2NbInO6,AFLOW,3,3.6482,3.6426,3.6489,0.0034530180036213905,0.006299999999999972
Ba2NbInO6,JARVIS,1,3.413,3.413,3.413,,0.0
Ba2NbInO6,MP,1,3.3486000000000002,3.3486000000000002,3.3486000000000002,,0.0
Ba2NbInO6,OQMD,12,3.49,2.998,3.671,0.18952372522785207,0.6729999999999996
Ba2NbIrO6,OQMD,11,1.322,1.179,1.872,0.1762209357080429,0.6930000000000001
Ba2NbMoO6,OQMD,1,0.307,0.307,0.307,,0.0
Ba2NbNiO6,OQMD,1,1.149,1.149,1.149,,0.0
Ba2NbPbO6,OQMD,2,1.545,0.282,2.808,1.7861517292772189,2.526
Ba2NbPdO6,OQMD,2,0.635,0.423,0.847,0.29981327522309614,0.424
Ba2NbPtO6,OQMD,2,0.643,0.429,0.857,0.3026417023478424,0.428
Ba2NbRhO6,MP,1,0.8889,0.8889,0.8889,,0.0
Ba2NbRhO6,OQMD,11,1.033,0.885,1.877,0.27649405714474884,0.992
Ba2NbSbO6,OQMD,12,1.273,1.117,2.647,0.40699962772673015,1.5299999999999998
Ba2NbSnO6,OQMD,2,1.1245,0.283,1.966,1.1900607127369593,1.683
Ba2NbTlO6,OQMD,13,2.438,2.172,2.705,0.15818193841594422,0.5329999999999999
Ba2NbVO6,OQMD,6,0.721,0.576,1.685,0.4899525147059322,1.109
Ba2NdCrO6,OQMD,3,0.6779999999999999,0.508,1.017,0.25913381356614446,0.5089999999999999
Ba2NdMoO6,MP,1,1.0952,1.0952,1.0952,,0.0
Ba2NdNbO6,JARVIS,2,2.9915000000000003,2.926,3.057,0.09263098833543741,0.13099999999999978
Ba2NdNbO6,MP,3,2.9194999999999993,2.849999999999999,2.987299999999999,0.06865175404411261,0.13729999999999976
Ba2NdNbO6,OQMD,6,3.1774999999999998,2.992,3.3449999999999998,0.11330842863617879,0.35299999999999976
Ba2NdRuO6,JARVIS,2,0.1125,0.109,0.116,0.004949747468305837,0.007000000000000006
Ba2NdRuO6,MP,2,0.13794999999999952,0.125799999999999,0.1501,0.017182694782833834,0.024300000000001015
Ba2NdRuO6,OQMD,6,0.3234999999999999,0.321,0.33699999999999974,0.005913261931173463,0.015999999999999737
Ba2NdSbO6,JARVIS,2,4.0184999999999995,4.015,4.022,0.004949747468305916,0.007000000000000561
Ba2NdSbO6,MP,3,3.6649000000000003,3.5814999999999992,3.7321,0.07544507936240812,0.15060000000000073
Ba2NdSbO6,OQMD,6,4.156,4.128,4.193,0.03083936877866726,0.0649999999999995
Ba2NdTaO6,JARVIS,2,3.48,3.39,3.57,0.12727922061357835,0.17999999999999972
Ba2NdTaO6,MP,2,3.40725,3.3164,3.4981,0.1284813021415958,0.1817000000000002
Ba2NdTaO6,OQMD,6,3.746,3.503,3.862,0.13675623081478472,0.359
Ba2NdVO6,MP,2,1.6324,1.6267,1.6381000000000001,0.008061017305526696,0.011400000000000077
Ba2NdVO6,OQMD,5,1.9749999999999996,1.819,1.9900000000000002,0.07246723397508703,0.17100000000000026
Ba2NdWO6,MP,1,1.7938,1.7938,1.7938,,0.0
Ba2Ni(PO4)2,AFLOW,1,2.5757,2.5757,2.5757,,0.0
Ba2Ni(PO4)2,MP,1,4.0996,4.0996,4.0996,,0.0
Ba2NiBiO6,OQMD,1,0.5,0.5,0.5,,0.0
Ba2NiIrO6,OQMD,1,0.381,0.381,0.381,,0.0
Ba2NiMoO6,AFLOW,1,2.2001,2.2001,2.2001,,0.0
Ba2NiMoO6,JARVIS,2,0.659,0.633,0.685,0.03676955262170051,0.052000000000000046
Ba2NiMoO6,MP,1,2.3514,2.3514,2.3514,,0.0
Ba2NiMoO6,OQMD,14,2.3085,2.102,2.342,0.09089336827076212,0.2400000000000002
Ba2NiRhO6,OQMD,1,0.254,0.254,0.254,,0.0
Ba2NiSO6,OQMD,2,2.3040000000000003,2.1700000000000004,2.438,0.1895046173579946,0.2679999999999998
Ba2NiSbO6,OQMD,1,0.373,0.373,0.373,,0.0
Ba2NiSeO6,OQMD,10,0.251,0.249,2.248,0.7264216788860005,1.999
Ba2NiTeO6,AFLOW,1,2.2711,2.2711,2.2711,,0.0
Ba2NiTeO6,OQMD,13,1.514,1.388,2.776,0.5327423608808701,1.388
Ba2NiWO6,AFLOW,3,3.0564,3.0548,3.0566,0.0009865765724631408,0.0017999999999998018
Ba2NiWO6,JARVIS,1,0.375,0.375,0.375,,0.0
Ba2NiWO6,MP,1,3.3409,3.3409,3.3409,,0.0
Ba2NiWO6,OQMD,15,3.17,2.937,3.204,0.08204830168579859,0.26700000000000035
Ba2NpAlO6,OQMD,1,1.7030000000000003,1.7030000000000003,1.7030000000000003,,0.0
Ba2NpBiO6,OQMD,1,0.7379999999999995,0.7379999999999995,0.7379999999999995,,0.0
Ba2NpCrO6,OQMD,1,1.5300000000000002,1.5300000000000002,1.5300000000000002,,0.0
Ba2NpCuO6,OQMD,1,0.7670000000000003,0.7670000000000003,0.7670000000000003,,0.0
Ba2NpNbO6,OQMD,2,1.2770000000000001,1.2770000000000001,1.2770000000000001,0.0,0.0
Ba2NpNiO6,OQMD,1,2.305,2.305,2.305,,0.0
Ba2NpPdO6,OQMD,1,0.5720000000000001,0.5720000000000001,0.5720000000000001,,0.0
Ba2NpRhO6,OQMD,1,0.766,0.766,0.766,,0.0
Ba2NpSbO6,OQMD,1,1.819,1.819,1.819,,0.0
Ba2NpTaO6,OQMD,2,1.6424999999999996,1.6419999999999995,1.6429999999999998,0.0007071067811867837,0.001000000000000334
Ba2NpTiO6,OQMD,2,1.9815,1.8840000000000003,2.0789999999999997,0.13788582233137633,0.1949999999999994
Ba2NpZnO6,OQMD,1,2.0939999999999994,2.0939999999999994,2.0939999999999994,,0.0
Ba2OsWO6,OQMD,1,0.774999999999999,0.774999999999999,0.774999999999999,,0.0
Ba2PaBiO6,OQMD,1,2.5549999999999997,2.5549999999999997,2.5549999999999997,,0.0
Ba2PaCoO6,OQMD,1,2.404,2.404,2.404,,0.0
Ba2PaCuO6,OQMD,1,0.3540000000000001,0.3540000000000001,0.3540000000000001,,0.0
Ba2PaIrO6,OQMD,1,2.1109999999999998,2.1109999999999998,2.1109999999999998,,0.0
Ba2PaRhO6,OQMD,2,1.9425,1.9409999999999998,1.944,0.002121320343559723,0.0030000000000001137
Ba2PbWO6,OQMD,11,1.871,1.516,2.681,0.31212800404496055,1.165
Ba2PdPtO6,OQMD,2,0.374,0.373,0.375,0.0014142135623730963,0.0020000000000000018
Ba2PdRuO6,OQMD,1,0.620000000000001,0.620000000000001,0.620000000000001,,0.0
Ba2PdSO6,OQMD,1,0.6280000000000001,0.6280000000000001,0.6280000000000001,,0.0
Ba2PdWO6,OQMD,2,0.5890000000000005,0.340000000000001,0.838,0.3521391770308999,0.49799999999999894
Ba2PrCrO6,OQMD,3,0.6550000000000002,0.6280000000000001,0.9809999999999999,0.19647476513113146,0.35299999999999976
Ba2PrIrO6,AFLOW,4,0.2439,0.163,0.2919,0.06605731728330076,0.1289
Ba2PrNbO6,JARVIS,2,3.0220000000000002,2.929,3.115,0.13152186130069796,0.1860000000000004
Ba2PrNbO6,MP,4,2.9378,2.8578,3.0394,0.08168496393665928,0.18159999999999998
Ba2PrNbO6,OQMD,7,3.228,3.027,3.377,0.11865877448341006,0.34999999999999964
Ba2PrRuO6,JARVIS,2,0.1195,0.104,0.135,0.021920310216782986,0.031000000000000014
Ba2PrRuO6,MP,3,0.16360000000000002,0.1345,0.27479999999999905,0.07404541399258466,0.14029999999999904
Ba2PrRuO6,OQMD,8,0.31200000000000006,0.309,0.4670000000000001,0.07147027354082255,0.15800000000000008
Ba2PrSbO6,AFLOW,1,3.1064,3.1064,3.1064,,0.0
Ba2PrSbO6,JARVIS,2,4.025,3.999,4.051,0.03676955262170035,0.052000000000000046
Ba2PrSbO6,MP,3,3.684,3.648399999999999,3.711999999999999,0.0318755914977798,0.06359999999999966
Ba2PrSbO6,OQMD,8,4.2065,4.01,4.328,0.09126531182687744,0.3180000000000005
Ba2PrTaO6,JARVIS,2,3.471,3.386,3.556,0.12020815280171303,0.16999999999999993
Ba2PrTaO6,MP,2,3.3958500000000003,3.3056,3.4861,0.12763277400417192,0.18049999999999988
Ba2PrTaO6,OQMD,7,3.7190000000000003,3.548,3.7510000000000003,0.08109635656192626,0.2030000000000003
Ba2PrVO6,MP,2,1.6507499999999995,1.6409999999999991,1.6605,0.013788582233138435,0.01950000000000096
Ba2PrVO6,OQMD,6,1.8935,1.726,1.9160000000000004,0.07554865981604175,0.1900000000000004
Ba2PrWO6,MP,1,1.8049,1.8049,1.8049,,0.0
Ba2PrZrO6,OQMD,1,4.319,4.319,4.319,,0.0
Ba2PtWO6,OQMD,1,1.2269999999999999,1.2269999999999999,1.2269999999999999,,0.0
Ba2PuBiO6,OQMD,1,0.7719999999999994,0.7719999999999994,0.7719999999999994,,0.0
Ba2PuCrO6,OQMD,1,1.9699999999999998,1.9699999999999998,1.9699999999999998,,0.0
Ba2PuHfO6,OQMD,4,2.725,2.724,2.9249999999999994,0.10016777592286462,0.20099999999999918
Ba2PuMnO6,OQMD,1,1.1840000000000002,1.1840000000000002,1.1840000000000002,,0.0
Ba2PuNbO6,OQMD,1,1.1319999999999997,1.1319999999999997,1.1319999999999997,,0.0
Ba2PuPdO6,OQMD,1,1.5710000000000002,1.5710000000000002,1.5710000000000002,,0.0
Ba2PuSbO6,OQMD,2,2.159,2.159,2.159,0.0,0.0
Ba2PuSnO6,OQMD,3,2.314,2.3129999999999997,2.5090000000000003,0.1128730850705047,0.19600000000000062
Ba2PuTaO6,OQMD,2,2.0930000000000004,2.093,2.093000000000001,6.280369834735101e-16,8.881784197001252e-16
Ba2PuTiO6,MP,1,0.23339999999999902,0.23339999999999902,0.23339999999999902,,0.0
Ba2PuTiO6,OQMD,5,2.357,2.35,2.5469999999999997,0.08650606915124492,0.19699999999999962
Ba2PuZnO6,MP,1,0.6585000000000001,0.6585000000000001,0.6585000000000001,,0.0
Ba2PuZnO6,OQMD,1,0.7870000000000004,0.7870000000000004,0.7870000000000004,,0.0
Ba2PuZrO6,OQMD,4,2.7874999999999996,2.7869999999999995,2.788,0.0005773502691897331,0.001000000000000334
Ba2ReAgO6,OQMD,12,0.8825000000000001,0.626,1.488,0.26547834186614927,0.862
Ba2ReAuO6,OQMD,7,0.5029999999999997,0.3780000000000001,1.1229999999999998,0.2656620660413024,0.7449999999999997
Ba2ReBrO6,OQMD,5,1.608,0.367,2.208,0.6796372561889173,1.8410000000000002
Ba2ReSiO6,OQMD,1,0.257,0.257,0.257,,0.0
Ba2ReSnO6,OQMD,3,0.373,0.254,0.375,0.06928924880528002,0.121
Ba2ReTeO6,OQMD,1,0.497999999999999,0.497999999999999,0.497999999999999,,0.0
Ba2RhWO6,OQMD,1,0.859,0.859,0.859,,0.0
Ba2RuBrO6,OQMD,1,0.244,0.244,0.244,,0.0
Ba2RuRhO6,OQMD,1,0.250999999999999,0.250999999999999,0.250999999999999,,0.0
Ba2RuWO6,OQMD,10,1.044,0.685,1.051,0.1133627902895047,0.3659999999999999
Ba2SbAsO6,OQMD,6,0.8609999999999998,0.37,0.8630000000000004,0.200533953899749,0.49300000000000044
Ba2SbIrO6,OQMD,4,0.4364999999999999,0.249000000000001,0.741,0.25333426534916254,0.491999999999999
Ba2SbOsO6,OQMD,2,0.392,0.39,0.394,0.0028284271247461927,0.0040000000000000036
Ba2SbPtO6,OQMD,1,0.371,0.371,0.371,,0.0
Ba2SbRhO6,OQMD,2,0.7455000000000005,0.744000000000001,0.747,0.0021213203435589377,0.0029999999999990035
Ba2ScAsO6,OQMD,11,2.892,2.806,3.636,0.22730388150107467,0.8300000000000001
Ba2ScAuO6,OQMD,1,1.43,1.43,1.43,,0.0
Ba2ScBiO6,OQMD,11,2.034,1.805,2.405,0.15248874772198165,0.5999999999999999
Ba2ScBrO6,OQMD,10,2.6445,2.371,3.0,0.14922693382153826,0.629
Ba2ScCrO6,OQMD,6,0.608,0.406,0.61,0.08204978163692252,0.20399999999999996
Ba2ScNbO6,MP,1,2.5719000000000003,2.5719000000000003,2.5719000000000003,,0.0
Ba2ScNbO6,OQMD,11,2.842,2.675,3.213,0.12797300851777663,0.5380000000000003
Ba2ScOsO6,OQMD,1,0.607,0.607,0.607,,0.0
Ba2ScPaO6,MP,1,3.3981,3.3981,3.3981,,0.0
Ba2ScPtO6,OQMD,1,2.071,2.071,2.071,,0.0
Ba2ScRuO6,OQMD,2,0.504,0.405,0.603,0.14000714267493639,0.19799999999999995
Ba2ScSbO6,OQMD,12,3.495,3.001,4.02,0.24153616643676712,1.0189999999999997
Ba2ScSeO6,OQMD,1,1.594,1.594,1.594,,0.0
Ba2ScTaO6,JARVIS,1,3.065,3.065,3.065,,0.0
Ba2ScTaO6,MP,1,3.0173,3.0173,3.0173,,0.0
Ba2ScTaO6,OQMD,10,3.2545,3.216,3.316,0.030442842618038552,0.09999999999999964
Ba2ScTeO6,OQMD,2,0.9884999999999999,0.398,1.579,0.8350931085813126,1.181
Ba2ScUO6,JARVIS,1,0.902,0.902,0.902,,0.0
Ba2ScUO6,MP,1,0.8326000000000001,0.8326000000000001,0.8326000000000001,,0.0
Ba2ScUO6,OQMD,3,3.9769999999999994,3.9760000000000004,3.979,0.001527525231652033,0.0029999999999996696
Ba2ScVO6,OQMD,10,1.6465,1.625,1.989,0.12869209593271672,0.3640000000000001
Ba2SiGeO6,OQMD,1,0.625,0.625,0.625,,0.0
Ba2SiTeO6,OQMD,1,1.979,1.979,1.979,,0.0
Ba2SmCrO6,OQMD,2,0.7049999999999998,0.544,0.8659999999999997,0.22768838354206802,0.3219999999999996
Ba2SmMoO6,JARVIS,1,2.263,2.263,2.263,,0.0
Ba2SmMoO6,MP,1,0.9085000000000001,0.9085000000000001,0.9085000000000001,,0.0
Ba2SmNbO6,JARVIS,1,2.924,2.924,2.924,,0.0
Ba2SmNbO6,MP,2,2.8788999999999993,2.8503,2.907499999999999,0.04044650788386983,0.05719999999999903
Ba2SmNbO6,OQMD,8,3.2245,3.041,3.2649999999999997,0.07216647421067457,0.22399999999999975
Ba2SmRuO6,OQMD,8,0.3460000000000001,0.343,0.3490000000000002,0.0018850918886281274,0.006000000000000172
Ba2SmSbO6,JARVIS,1,3.893,3.893,3.893,,0.0
Ba2SmSbO6,MP,2,3.5825999999999993,3.5598,3.605399999999999,0.032244069222106,0.045599999999998975
Ba2SmSbO6,OQMD,6,4.1505,3.967,4.244,0.11483901775964472,0.2769999999999997
Ba2SmTaO6,JARVIS,1,3.415,3.415,3.415,,0.0
Ba2SmTaO6,MP,1,3.3634,3.3634,3.3634,,0.0
Ba2SmTaO6,OQMD,6,3.753,3.4059999999999997,3.779,0.14668742277373348,0.3730000000000002
Ba2SmVO6,MP,2,1.63095,1.6287,1.6332,0.003181980515339506,0.0044999999999999485
Ba2SmVO6,OQMD,5,1.9189999999999996,1.7509999999999994,1.948,0.08171474775094167,0.1970000000000005
Ba2SmWO6,MP,1,1.7704,1.7704,1.7704,,0.0
Ba2Sn3O7,OQMD,2,1.6145,1.3600000000000003,1.8689999999999998,0.35991735162395233,0.5089999999999995
Ba2Sn3O8,OQMD,2,2.401,2.38,2.422,0.02969848480983534,0.04200000000000026
Ba2SnBiO6,OQMD,1,1.231,1.231,1.231,,0.0
Ba2SnGeO6,OQMD,9,0.251,0.249,1.977,0.689876277152489,1.7280000000000002
Ba2SnMoO6,OQMD,1,1.257,1.257,1.257,,0.0
Ba2SnPbO6,OQMD,7,0.618,0.371,1.348,0.3724654026758408,0.9770000000000001
Ba2SnPdO6,OQMD,6,0.3095,0.247,0.867,0.3046869978628341,0.62
Ba2SnPtO6,OQMD,6,0.3785,0.378,1.251,0.4221017254959598,0.8729999999999999
Ba2SnSbO6,OQMD,1,0.862,0.862,0.862,,0.0
Ba2SnSeO6,OQMD,3,0.747999999999999,0.7409999999999997,0.8689999999999998,0.07196526940128854,0.1280000000000001
Ba2SnTeO6,OQMD,10,0.8584999999999995,0.367999999999999,2.54,0.5828996101864846,2.172000000000001
Ba2SnWO6,MP,2,1.3768500000000001,1.1981,1.5556,0.25279067427419094,0.35750000000000015
Ba2SnWO6,OQMD,9,1.017,0.335,2.013,0.4906880373516355,1.678
Ba2SrMoO6,OQMD,6,2.3055000000000003,2.203,2.4050000000000002,0.09118479405397968,0.2020000000000004
Ba2SrTeO6,AFLOW,1,3.1247,3.1247,3.1247,,0.0
Ba2SrTeO6,JARVIS,1,3.429,3.429,3.429,,0.0
Ba2SrTeO6,MP,1,3.129199999999999,3.129199999999999,3.129199999999999,,0.0
Ba2SrTeO6,OQMD,6,3.5919999999999996,3.451,3.7350000000000003,0.09225544247721476,0.28400000000000025
Ba2SrTi3O9,JARVIS,1,1.772,1.772,1.772,,0.0
Ba2SrTi3O9,MP,1,1.8073000000000001,1.8073000000000001,1.8073000000000001,,0.0
Ba2SrV2O8,MP,1,3.7201,3.7201,3.7201,,0.0
Ba2SrV2O8,OQMD,1,3.851,3.851,3.851,,0.0
Ba2SrWO6,AFLOW,1,3.0555,3.0555,3.0555,,0.0
Ba2SrWO6,JARVIS,1,0.593,0.593,0.593,,0.0
Ba2SrWO6,MP,4,3.23515,3.1754,3.3505000000000003,0.07431457909903477,0.17510000000000048
Ba2SrWO6,OQMD,7,2.894,2.841,3.235,0.148717533471695,0.3939999999999997
Ba2TaAgO6,OQMD,1,0.599,0.599,0.599,,0.0
Ba2TaAlO6,OQMD,11,3.681,3.593,4.086,0.13486053402075665,0.4930000000000003
Ba2TaAsO6,OQMD,11,2.4560000000000004,1.98,3.283,0.3018302352467209,1.303
Ba2TaAuO6,OQMD,1,0.46099999999999985,0.46099999999999985,0.46099999999999985,,0.0
Ba2TaBO6,OQMD,4,3.5570000000000004,3.237,3.911,0.37015537278283556,0.6739999999999999
Ba2TaBiO6,AFLOW,2,2.7367,2.6886,2.7848,0.06802367235014607,0.09620000000000006
Ba2TaBiO6,JARVIS,3,2.642,2.576,2.771,0.09918165152889938,0.19499999999999984
Ba2TaBiO6,MP,3,2.5855,2.536299999999999,2.6759,0.07080602610889429,0.13960000000000106
Ba2TaBiO6,OQMD,15,2.738,2.402,3.157,0.16435843525081165,0.7549999999999999
Ba2TaCoO6,JARVIS,1,0.496,0.496,0.496,,0.0
Ba2TaCoO6,MP,1,1.532799999999999,1.532799999999999,1.532799999999999,,0.0
Ba2TaCoO6,OQMD,8,0.8694999999999999,0.634,1.725,0.365083136324552,1.0910000000000002
Ba2TaCrO6,AFLOW,1,2.2288,2.2288,2.2288,,0.0
Ba2TaCrO6,MP,1,2.2009,2.2009,2.2009,,0.0
Ba2TaCrO6,OQMD,12,2.7145,2.449,2.8,0.10608515733155417,0.351
Ba2TaCuO6,OQMD,5,0.7569999999999999,0.311,0.911,0.279161243728423,0.6000000000000001
Ba2TaFeO6,MP,1,1.862299999999999,1.862299999999999,1.862299999999999,,0.0
Ba2TaFeO6,OQMD,11,1.75,1.71,1.997,0.10028441372598049,0.28700000000000014
Ba2TaGaO6,OQMD,11,3.974,3.804,4.122,0.07554637347652465,0.31800000000000006
Ba2TaInO6,AFLOW,6,4.0981000000000005,4.0972,4.0989,0.00074833147735484,0.001700000000000479
Ba2TaInO6,MP,1,3.945899999999999,3.945899999999999,3.945899999999999,,0.0
Ba2TaInO6,OQMD,16,4.3975,3.057,4.525,0.35691390184935823,1.4680000000000004
Ba2TaIrO6,OQMD,10,1.4224999999999999,1.395,2.477,0.32760545376005773,1.0819999999999999
Ba2TaMnO6,MP,3,1.1694,1.1315,1.182299999999999,0.026405365616353718,0.05079999999999907
Ba2TaMnO6,OQMD,7,0.474,0.308,1.368,0.3699028830073414,1.06
Ba2TaMoO6,OQMD,1,0.769,0.769,0.769,,0.0
Ba2TaNiO6,OQMD,1,0.927,0.927,0.927,,0.0
Ba2TaPbO6,OQMD,2,1.428,0.302,2.554,1.5924044712321048,2.252
Ba2TaPdO6,OQMD,2,0.4545,0.306,0.603,0.2100107140124046,0.297
Ba2TaPtO6,OQMD,2,0.6915,0.465,0.918,0.32031937187750603,0.453
Ba2TaRhO6,OQMD,11,1.266,1.114,1.708,0.14595123718682082,0.5939999999999999
Ba2TaSbO6,OQMD,11,1.964,1.648,3.129,0.38288600249825133,1.481
Ba2TaTcO6,OQMD,1,0.511,0.511,0.511,,0.0
Ba2TaTiO6,OQMD,1,0.45,0.45,0.45,,0.0
Ba2TaTlO6,JARVIS,1,2.415,2.415,2.415,,0.0
Ba2TaTlO6,MP,1,2.241,2.241,2.241,,0.0
Ba2TaTlO6,OQMD,12,2.685,2.424,2.908,0.16956843617092926,0.484
Ba2TaVO6,OQMD,6,0.932,0.776,1.806,0.37067690333586556,1.03
