formula,pred,abs_lo,abs_hi,cqr_lo,cqr_hi,contain_abs,contain_cqr
Sr2NbGeO6,1.974533954155028,1.0921619055543084,2.8569060027557476,0.7485799598928057,3.1009610067658335,0.0,0.0
Sr2IrAlO6,0.9593642998079254,0.07699225120720576,1.841736348408645,0.18242132116890275,2.911024864507138,0.0,0.0
Sr2ReAlO6,1.0907440980300467,0.20837204942932708,1.9731161466307663,0.18790122342264576,3.6533029045372243,0.0,0.0
Sr2RhHfO6,0.8989771203234224,0.016605071722702758,1.7813491689241419,0.51449450500631,2.039829807592863,0.0,0.0
Sr2MnIrO6,1.2280791959487891,0.3457071473480695,2.110451244549509,0.13059780981855534,1.7720794951437435,0.09249743062692703,0.0
Sr2MoSbO6,0.8789168675990302,-0.0034551810016894002,1.7612889161997498,0.1989188217376331,2.2706109971661252,0.0,0.0
Sr2WBiO6,1.9610774367843105,1.0787053881835909,2.84344948538503,0.9864133642890697,2.8025433274758056,0.0,0.0
Sr2CrTeO6,1.0006424116530976,0.11827036305237804,1.8830144602538172,0.27909286647987075,2.3293079810189585,0.0,0.0
Sr2NiGeO6,1.1228093830030013,0.24043733440228165,2.005181431603721,0.14310827952728328,2.1936668106707833,0.0,0.0
Sr2MoTeO6,1.13096577991013,0.24859373130941043,2.0133378285108496,0.17561053451175096,2.125538696265533,0.0,0.0
Sr2FeIrO6,0.821934016888823,-0.060438031711896656,1.7043060654895426,0.15627996230017938,1.8288270281263248,0.0,0.0
Sr2NbTaO6,1.039256053528845,0.1568840049281255,1.9216281021295647,0.1625999039946362,1.962446713032477,0.0,0.0
Sr2NbTeO6,2.6533956979047537,1.771023649304034,3.5357677465054733,1.009427743886313,3.149635442970311,0.0,0.0
Sr2TiIrO6,0.8527824029797175,-0.02958964562100208,1.7351544515804371,0.5993190991844457,1.7714707454213805,0.0,0.0
