band_gap,src
2.08,OQMD
0.6179999999999999,OQMD
0.5709999999999997,OQMD
0.28600000000000003,OQMD
1.7299999999999995,OQMD
0.058300000000000005,MP
1.8570000000000002,OQMD
0.32099999999999973,OQMD
0.7109999999999999,OQMD
2.061,OQMD
3.3120000000000003,OQMD
2.337,OQMD
1.248,OQMD
3.864,JARVIS
3.605399999999999,MP
3.149,OQMD
1.2679999999999998,OQMD
2.195,OQMD
1.4940000000000007,OQMD
1.0459999999999998,OQMD
2.4163,MP
3.6611000000000002,MP
0.736,OQMD
4.154,OQMD
3.325,OQMD
3.135,OQMD
1.363,OQMD
0.7190000000000003,OQMD
3.4981,MP
1.9219999999999997,OQMD
1.1870000000000003,OQMD
2.621,OQMD
3.458,OQMD
2.8150000000000004,OQMD
4.380999999999999,OQMD
0.20800000000000018,OQMD
2.6510000000000002,OQMD
1.2350000000000003,OQMD
2.0760000000000005,OQMD
0.4770000000000003,OQMD
3.1929999999999996,OQMD
0.9130000000000003,OQMD
2.4110000000000005,OQMD
2.221,OQMD
1.779,OQMD
2.197,OQMD
1.7369999999999992,OQMD
0.497999999999999,OQMD
0.853,OQMD
1.0140000000000002,OQMD
2.2169999999999996,OQMD
1.4700000000000006,OQMD
2.471,OQMD
1.919,OQMD
2.821999999999999,OQMD
1.3959000000000001,MP
0.361000000000001,OQMD
1.2299999999999995,OQMD
3.9159999999999995,OQMD
0.744,OQMD
1.2470000000000003,OQMD
2.472,OQMD
0.529,OQMD
1.73,OQMD
2.271,OQMD
0.875,OQMD
2.8390000000000004,OQMD
1.033,OQMD
2.254799999999999,MP
1.2599999999999998,OQMD
2.109,OQMD
1.8039999999999998,OQMD
2.851,OQMD
2.461,OQMD
1.0510000000000002,OQMD
3.5587,MP
2.2647999999999993,MP
0.585,OQMD
1.8439999999999999,OQMD
0.202,JARVIS
1.2800000000000002,OQMD
1.0339999999999998,OQMD
2.2260000000000004,OQMD
0.637999999999999,OQMD
1.2400000000000002,OQMD
1.464,OQMD
1.721,OQMD
2.32,MP
1.8690000000000007,OQMD
2.068,OQMD
0.2398,MP
2.296,OQMD
1.2729999999999997,OQMD
0.307,OQMD
3.811,OQMD
0.07339999999999901,MP
2.5319999999999996,OQMD
1.0110000000000001,OQMD
0.5089999999999999,OQMD
2.8059999999999996,OQMD
4.211,OQMD
0.6619999999999999,OQMD
2.0939999999999994,OQMD
1.257,OQMD
3.5919999999999996,OQMD
0.7079999999999997,OQMD
1.226,OQMD
1.23,OQMD
2.2849999999999997,OQMD
1.0220000000000002,OQMD
2.237,OQMD
1.4249999999999998,OQMD
3.0149999999999997,OQMD
1.701,OQMD
1.9699999999999998,OQMD
2.106,OQMD
2.6717999999999993,MP
3.0488,MP
1.046,OQMD
1.3439999999999999,OQMD
0.34299999999999997,OQMD
0.93,OQMD
2.0860000000000003,OQMD
0.4429999999999996,OQMD
1.940099999999999,MP
0.794,OQMD
1.077,OQMD
3.636,OQMD
0.502,OQMD
1.967,JARVIS
1.6613,MP
1.8559999999999999,OQMD
3.640099999999999,MP
1.3849999999999998,OQMD
0.784,OQMD
1.3780000000000001,OQMD
1.7319999999999993,OQMD
2.229,OQMD
0.39400000000000013,OQMD
0.21660000000000001,MP
1.513,OQMD
0.9540000000000002,OQMD
0.2600000000000007,OQMD
2.0230000000000006,OQMD
2.7600000000000002,OQMD
1.2006000000000001,MP
1.2610000000000001,OQMD
2.935,OQMD
3.009,OQMD
1.2440000000000002,OQMD
2.408,OQMD
2.2870000000000004,OQMD
3.123,MP
0.539000000000001,OQMD
4.819699999999999,MP
0.46099999999999985,OQMD
2.2899999999999996,OQMD
